,Zen,Name,Hacking,Transportation,Occupation,Wisdom,Intelligence,Social Media Followers,Charisma,Dexterity,Salary,Strength,Credit Score,Constitution,Votes,Generation,Accessories,Piercings,Glasses,Headwear,Ring,Footwear,Bottom,Top,Facial Hair,Hair Color,Hair Style,Background
77838,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77839,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77840,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77841,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77842,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77843,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77844,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77845,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77846,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77847,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77848,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77849,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77850,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77851,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77852,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77853,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77854,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77855,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77856,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77857,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77858,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77859,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77860,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77861,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77862,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77863,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77864,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77865,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77866,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77867,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77868,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77869,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77870,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77871,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77872,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77873,Guru,None,Subscribed to 2600,Back of Rusty Pickup Truck,Computer Programmer,15,11,1993,7,3,172581,12,791,15,1,1,Brown Leather Briefcase,,,,,Tan Suede Workboot with Tan Sole,Blue Denim,Gray Oxford with Pocket,Goatee,Light Brown,Short Coil,White Light Rain
77874,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77875,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77876,Teacher,None,Read the Bitcoin white paper twice,Three Wheel Roadster,Sales Associate,11,10,12453,9,13,5260,4,699,9,1,1,,,,,,Brown Leather Shoes with Laces,,Navy Jumpsuit,,Auburn,Low Ponytail,White Heavy Rain
77877,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77878,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77879,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77880,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77881,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77882,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77883,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77884,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77885,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77886,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77887,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77888,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77889,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77890,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77891,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77892,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77893,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77894,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77895,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77896,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77897,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77898,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77899,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77900,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77901,Master,None,Earned an MIT Computer Sciences Diploma,Pragmatic Coupe,Night Shift Supervisor,12,14,516,5,10,35555,7,508,5,1,1,Brown Leather Briefcase,Stud Earring,Black Books,,,Brown Leather Shoes with Laces,Navy Slacks,Gray Oxford with Buttons,,Light Brown,Short Messy,White Medium Rain
77902,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77903,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77904,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77905,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77906,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77907,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77908,Teacher,None,Subscribed to 2600,Pragmatic Coupe,Computer Programmer,11,11,20,2,10,35555,7,753,13,1,1,Brown Leather Briefcase,,,,,Brown Leather Shoes with Laces,Light-Wash Denim,Olive Oxford with Tie,,Auburn,Straight Sideswept Fringe,White Medium Rain
77909,Disciple,None,Watched a hacking tutorial video by a 13 year old,Pragmatic Coupe,Electrician,10,8,1993,7,10,52968,8,699,9,1,1,Blue Lunchbox,,,,,Tan Suede Workboot with Tan Sole,Khaki Slacks,Navy Oxford with Buttons,,Blonde,Straight Sideswept Fringe,White Heavy Rain
77910,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77911,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77912,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77913,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77914,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77915,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77916,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77917,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77918,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77919,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77920,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77921,Disciple,None,Subscribed to 2600,70's Hatchback,Unemployed,10,11,777,6,9,76302,9,661,8,1,1,,,,,,Black Leather Shoes with Laces,Charcoal Slacks,Navy Blazer with Striped Shirt and Navy Tie,,Black,Low Ponytail,White Heavy Rain
77922,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77923,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77924,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77925,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77926,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77927,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77928,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77929,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77930,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77931,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77932,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77933,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77934,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77935,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77936,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77937,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77938,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77939,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77940,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77941,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77942,Teacher,None,Read the Bitcoin white paper twice,Electric Car,Utility Worker,11,10,1993,7,12,35555,7,753,13,1,1,Lunchbox,,,,,Brown Leather Shoes with Laces,Dark-Wash Denim,Dark Gray Cardigan with Beige Oxford and No Tie,,Black,Short Messy,White Light Rain
77943,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77944,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77945,Master,None,Subscribed to 2600,Pragmatic Coupe,Electrician,12,11,612791,13,10,35555,7,610,7,1,1,Black Leather Briefcase,Stud Earring,,Tan Worker's Cap,,White Leather Sneaker with Grey Sole,Dark-Wash Denim,Gray Oxford with Tie and Pocket,,Black,,White Light Rain
77946,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77947,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77948,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77949,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77950,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77951,Budding Scholar,None,Pretty good with GW Basic,Three Wheel Roadster,Utility Worker,8,9,1993,7,13,92000,10,699,9,1,1,,,Black Books,,,Brown Leather Shoes with Laces,Charcoal Slacks,Navy Blazer with Striped Shirt and No Tie,,Light Brown,Short Coil,White Medium Rain
77952,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77953,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77954,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77955,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77956,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77957,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77958,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77959,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77960,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77961,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77962,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77963,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77964,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77965,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77966,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77967,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77968,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77969,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77970,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77971,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77972,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77973,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77974,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77975,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77976,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77977,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77978,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77979,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77980,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77981,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77982,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77983,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77984,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77985,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77986,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77987,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77988,Teacher,None,"Ten monitors, dark room, hoodie",Electric Car,Custodian,11,15,1654535,14,12,52968,8,777,14,1,1,,,Black Books,,,White Canvas Sneaker with White Sole,Blue Denim,Light Gray Longsleeve,Stubble,Dark Brown,Short Pixie,White Light Rain
77989,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77990,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77991,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77992,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77993,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77994,Disciple,None,Read beginner’s guide to hacking - Y2K edition,Pragmatic Coupe,Assistant to the Regional Manager,10,7,128,4,10,35555,7,711,10,1,1,,,,,,Brown Leather Shoes with Laces,Charcoal Slacks,Olive Oxford with Tie,,Light Brown,Short Updo,White Heavy Rain
77995,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77996,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77997,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77998,Master,None,Read the Bitcoin white paper twice,Pragmatic Coupe,Customer Service Representative,12,10,31133,10,10,35555,7,725,11,1,1,Black Smartphone,,,,,Tan Suede Workboot with Tan Sole,Charcoal Slacks,Dark Gray Longsleeve,,Black,Short Pixie,White Light Rain
77999,Master,None,Subscribed to 2600,Go-Kart,Unemployed,12,11,355555,12,8,76302,9,699,9,1,1,,,,Navy Blue Worker's Cap,,White Canvas Sneaker with White Sole,Navy Slacks,Navy Oxford with Tie,,Auburn,Buzz Cut,White Light Rain
78000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78002,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78003,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78004,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78005,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78006,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78007,Master,None,Subscribed to 2600,70's Hatchback,Computer Programmer,12,11,1993,7,9,172581,12,661,8,1,1,Black Leather Briefcase,,,,,Black Leather Shoes with Laces,Navy Slacks,Dark Gray Cardigan with Light Gray Longsleeve Shirt,,Light Brown,Short Afro Fade,White Heavy Rain
78008,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78009,Teacher,None,Stole a high school computer lab pass,Pragmatic Coupe,Receptionist,11,12,12453,9,10,172581,12,699,9,1,1,Light Blue Smartphone,,,,,Redbrown Leather Workboot with Brown Sole,Dark-Wash Denim,Navy Blazer with Striped Shirt and Navy Tie,Thin,Light Brown,Short Coil,White Heavy Rain
78010,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78011,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78012,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78013,Teacher,None,Subscribed to 2600,Pragmatic Coupe,Sales Associate,11,11,128,4,10,22576,6,791,15,1,1,Brown Leather Briefcase,,Black Books,,,Tan Suede Workboot with Tan Sole,Gray Slacks,Khaki Oxford with Pocket,,Auburn,Short Messy,White Light Rain
78014,Graduate,None,Read the Bitcoin white paper twice,Pragmatic Coupe,Electrician,9,10,128,4,10,52968,8,610,7,1,1,,,,Navy Blue Worker's Cap,,White Canvas Sneaker with White Sole,Light-Wash Denim,Gray Blazer with Black Shirt and Gray Tie,,Dark Brown,,White Light Rain
78015,Teacher,None,Read the Bitcoin white paper twice,Low Rider,Compliance Officer,11,10,4981,8,11,22576,6,661,8,1,1,,,,Tan Worker's Cap,Two Rings,Brown Leather Shoes with Laces,Navy Slacks,Red Longsleeve,,Dark Brown,Buzz Cut,White Heavy Rain
78016,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78017,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78018,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78019,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78020,Master,None,Read the Bitcoin white paper twice,Three Wheel Roadster,Talent Agent,12,10,612791,13,13,35555,7,753,13,1,1,Black Smartphone,,Black Books,Navy Blue Worker's Cap,,Black Leather Shoes with Laces,Charcoal Slacks,Charcoal Blazer with Light Blue Shirt and No Tie,Stubble,Dark Brown,,White Medium Rain
78021,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78022,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78023,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78024,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78025,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78026,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78027,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78028,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78029,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78030,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78031,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78032,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78033,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78034,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78035,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78036,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78037,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78038,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78039,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78040,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78041,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78042,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78043,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78044,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78045,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78046,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78047,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78048,Teacher,None,Subscribed to 2600,Pragmatic Coupe,Compliance Officer,11,11,20,2,10,52968,8,753,13,1,1,Black Leather Briefcase,Stud Earring,Black Books,,,Brown Leather Shoes with Laces,Navy Slacks,Light Gray Cardigan with Off-White Longsleeve Shirt,,Blonde,,White Heavy Rain
78049,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78050,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78051,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78052,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78053,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78054,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78055,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78056,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78057,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78058,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78059,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78060,Disciple,None,Watched a hacking tutorial video by a 13 year old,Pragmatic Coupe,Pineapple Farmer,10,8,4981,8,10,92000,10,739,12,1,1,Brown Leather Briefcase,,,,,Brown Leather Shoes with Laces,Charcoal Slacks,Charcoal Blazer with Light Blue Shirt and No Tie,,Light Grey,Short Coil,White Medium Rain
78061,Grandmaster,None,Read the Bitcoin white paper twice,Pragmatic Coupe,Computer Programmer,13,10,12453,9,10,35555,7,753,13,1,1,Brown Leather Briefcase,,Black Books,,,Black Leather Shoes with Laces,,Navy Jumpsuit,Stubble,Auburn,Long Straight Bangs,White Heavy Rain
78062,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78063,Teacher,None,Read the Bitcoin white paper twice,Electric Car,NFT Collector,11,10,777,6,12,52968,8,711,10,1,1,Black Leather Briefcase,,,,,Brown Leather Shoes with Laces,Navy Slacks,Navy Blazer with Striped Shirt and Navy Tie,Mustache,Dark Brown,Long Straight Bangs,White Light Rain
78064,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78065,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78066,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78067,Teacher,None,Read the Bitcoin white paper twice,Low Rider,Electrician,11,10,777,6,11,35555,7,508,5,1,1,Black Smartphone,,Rosegold Aviators,,Two Rings,White Canvas Sneaker with White Sole,Charcoal Slacks,Charcoal Blazer with Light Blue Shirt and No Tie,,Dark Brown,Short Messy,White Light Rain
78068,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78069,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78070,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78071,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78072,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78073,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78074,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78075,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78076,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78077,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78078,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78079,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78080,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78081,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78082,Expanding Brain,None,Got caught hacking your grades,Retired Mail Truck,Assistant to the Regional Manager,16,13,1993,7,7,35555,7,610,7,1,1,Black Smartphone,,Black Books,Navy Blue Worker's Cap,,Redbrown Leather Workboot with Brown Sole,Gray Slacks,Olive Oxford with Tie,Stubble,Black,,White Light Rain
78083,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78084,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78085,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78086,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78087,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78088,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78089,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78090,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78091,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78092,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78093,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78094,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78095,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78096,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78097,Disciple,None,Got caught hacking your grades,Pragmatic Coupe,Project Manager,10,13,0,1,10,52968,8,661,8,1,1,Brown Leather Briefcase,Stud Earring,Rosegold Aviators,,,Tan Suede Workboot with Tan Sole,Khaki Slacks,Dark Gray Longsleeve,,Blonde,Short Coil,White Light Rain
78098,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78099,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78101,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78102,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78103,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78104,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78105,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78106,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78107,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78108,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78109,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78110,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78111,Teacher,None,Read the Bitcoin white paper twice,Light-Up Folding Scooter,Pineapple Farmer,11,10,4981,8,5,303303,13,833,18,1,1,,,,,,Black Leather Shoes with Laces,Navy Slacks,Olive Cardigan with Beige Longsleeve Shirt,,Auburn,Short Updo,White Light Rain
78112,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78113,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78114,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78115,Teacher,None,Stole a high school computer lab pass,70's Hatchback,Receptionist,11,12,128,4,9,52968,8,725,11,1,1,,,,Navy Blue Worker's Cap,,White Canvas Sneaker with White Sole,,Navy Jumpsuit,Thin,Black,,White Medium Rain
78116,Disciple,None,"Ten monitors, dark room, hoodie",Electric Car,Media Executive,10,15,516,5,12,35555,7,777,14,1,1,,,,,,White Canvas Sneaker with White Sole,Dark-Wash Denim,Charcoal Blazer with Light Blue Shirt and Black Tie,Beard,Light Grey,Medium Curly Bob,White Light Rain
78117,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78118,Master,None,Erased your social security number,Three Wheel Roadster,Receptionist,12,16,516,5,13,76302,9,355,2,1,1,Black Smartphone,,,,,White Leather Sneaker with Grey Sole,Dark-Wash Denim,Gray Blazer with Black Shirt and No Tie,,Black,Updo Bun,White Heavy Rain
78119,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78120,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78121,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78122,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78123,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78124,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78125,Disciple,None,Watched a hacking tutorial video by a 13 year old,Pragmatic Coupe,NFT Collector,10,8,516,5,10,35555,7,699,9,1,1,Blue Lunchbox,,,,,Black Leather Shoes with Laces,Charcoal Slacks,Charcoal Blazer with Light Blue Shirt and Black Tie,,Dark Brown,Short Messy,White Heavy Rain
78126,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78127,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78128,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78129,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78130,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78131,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78132,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78133,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78134,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78135,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78136,Teacher,None,Subscribed to 2600,Electric Car,Blockchain Engineer,11,11,1993,7,12,10098,5,661,8,1,1,,,,,,White Leather Sneaker with Grey Sole,Light-Wash Denim,Navy Blazer with Striped Shirt and No Tie,,Light Brown,Buzz Cut,White Light Rain
78137,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78138,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78139,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78140,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78141,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78142,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78143,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78144,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78145,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78146,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78147,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78148,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78149,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78150,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78151,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78152,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78153,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78154,Teacher,None,Got caught hacking your grades,Pragmatic Coupe,Media Executive,11,13,1993,7,10,52968,8,725,11,1,1,Black Leather Briefcase,,,,,White Leather Sneaker with Grey Sole,Blue Denim,Navy Oxford with Tie,,Auburn,Long Messy,White Light Rain
78155,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78156,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78157,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78158,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78159,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78160,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78161,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78162,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78163,,,,,,,,,,,,,,,,,,,,,,,,,,,,
